SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者,入車時間,_has_special_hinban,ローカルグループ番号,山通番,グループ番号,グルーピング番号
02N,2982,2,06,486226006000,2026090906,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,364,,
02N,2982,2,07,616236014000,2026090906,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,364,,
02N,2982,2,07,616246010000,2026090906,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",23:50,False,2.0,365,,
02N,2982,2,07,617416014000,2026090906,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",23:50,False,2.0,365,,
02N,2982,2,07,617426014000,2026090906,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",23:50,False,2.0,365,,
02N,2982,2,07,617426014000,2026090906,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",23:50,False,3.0,366,,
02N,2982,2,07,631426010000,2026090706,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",23:50,True,1.0,367,,
02N,8482,W,B3,581167801100,2026091006,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",10:51,False,1.0,368,,
02N,8482,W,B7,581167801100,2026091006,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,368,,
02N,8482,W,B7,537214206090,2026091006,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:24Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,368,,
02N,2982,2,07,631426010000,2026091206,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",23:50,True,1.0,369,,
02N,2982,2,06,486246006000,2026091206,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:11Z,"Kotani, Miki/小谷 美輝",23:50,False,2.0,370,,
02N,2982,2,06,486236006000,2026091206,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",23:50,False,2.0,370,,
02N,2982,2,06,486226006000,2026091206,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",23:50,False,2.0,370,,
02N,2982,2,06,486216006000,2026091206,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:06Z,"Kotani, Miki/小谷 美輝",23:50,False,3.0,371,,
02N,2982,2,07,617416014000,2026091206,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",23:50,False,3.0,371,,
02N,2982,2,07,617426014000,2026091206,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",23:50,False,3.0,371,,
02N,8482,W,B7,537224207090,2026082006,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,372,,
02N,8482,W,B7,537214206090,2026082006,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",14:40,False,2.0,372,,
02N,2982,2,07,5831160F1000,2026090706,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:11Z,"Kotani, Miki/小谷 美輝",23:50,,,373,25.0,
02N,2982,2,07,5831160F1000,2026091206,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:13Z,"Kotani, Miki/小谷 美輝",23:50,,,373,25.0,
02N,2982,2,07,5831160F4000,2026090906,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",23:50,,,374,26.0,
02N,2982,2,07,5831160F4000,2026091206,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",23:50,,,374,26.0,
02N,7371,4,21,551124202000,2026090806,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",16:00,,,375,78.0,
02N,7371,4,21,551124201000,2026090706,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",16:00,,,375,78.0,
02N,7371,4,21,551124201000,2026090806,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",16:00,,,376,79.0,
02N,7371,4,21,551124201000,2026090906,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",16:00,,,376,79.0,
02N,7371,4,61,551124201000,2026090706,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",16:00,,,377,80.0,
02N,2982,2,W5,671456020000,2026090706,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,378,,
02N,2982,2,W5,671466020000,2026090706,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,378,,
02N,2982,2,07,617756002000,2026090706,1000,N,439,2,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,378,,
02N,2982,2,07,617756002000,2026090706,1000,N,439,2,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,378,,
02N,2982,2,W5,671456020000,2026090806,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,379,,
02N,2982,2,07,617756002000,2026090806,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,379,,
02N,2982,2,07,617766003000,2026090806,1000,N,440,1,,72.905,500,21,Q10-B-1,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,379,,
02N,2982,2,07,617756003000,2026090806,1000,N,441,1,,72.901,500,21,Q10-B-B,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,379,,
02N,2982,2,W5,671456020000,2026090906,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,380,,
02N,2982,2,W5,671466020000,2026090906,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,380,,
02N,2982,2,07,617756002000,2026090906,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,380,,
02N,2982,2,07,617756003000,2026090906,1000,N,441,1,,72.901,500,21,Q10-B-B,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,380,,
02N,2982,2,W5,671456020000,2026091206,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,381,,
02N,2982,2,W5,671466020000,2026091206,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",23:50,False,1.0,381,,
02N,8482,W,B3,581167801100,2026082007,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:19Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,382,,
02N,8482,W,B3,581167801100,2026082707,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,383,,
02N,8482,W,B3,581167801100,2026082407,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:19Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,384,,
02N,2982,2,07,616236014000,2026090707,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,385,,
02N,2982,2,07,617416014000,2026090707,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,385,,
02N,2982,2,W5,671456020000,2026090707,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,385,,
02N,2982,2,W5,671466020000,2026090707,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,385,,
02N,2982,2,06,486246006000,2026090807,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:10Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,386,,
02N,2982,2,07,617426014000,2026090807,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,386,,
02N,2982,2,W5,671466020000,2026090807,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,386,,
02N,7371,4,28,583114214100,2026090807,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",18:15,False,1.0,387,,
02N,7371,4,28,583114214100,2026090807,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",18:15,False,1.0,387,,
02N,7371,4,61,583114214100,2026090807,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:03Z,"Kotani, Miki/小谷 美輝",18:15,False,1.0,387,,
02N,8482,W,B3,581167801100,2026083107,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,388,,
02N,8482,W,B7,581167801100,2026090907,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,389,,
02N,8482,W,B7,537224207090,2026090907,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,389,,
02N,2982,2,06,486236006000,2026090907,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,390,,
02N,2982,2,06,486226006000,2026090907,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,390,,
02N,2982,2,06,486216006000,2026090907,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:05Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,390,,
02N,2982,2,07,616236014000,2026091207,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",01:22,False,2.0,391,,
02N,2982,2,07,616246010000,2026091207,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",01:22,False,2.0,391,,
02N,2982,2,07,617416014000,2026091207,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",01:22,False,2.0,391,,
02N,8482,W,B3,581167801100,2026082607,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,392,,
02N,8482,W,B7,537224207090,2026091007,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,393,,
02N,8482,W,B7,537214206090,2026090807,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:23Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,394,,
02N,2982,2,07,5831160F4000,2026090707,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",01:22,,,395,1.0,
02N,2982,2,07,5831160F4000,2026090807,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",01:22,,,395,1.0,
02N,7371,4,21,551124202000,2026090707,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",18:15,,,396,82.0,
02N,7371,4,21,551124202000,2026090807,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",18:15,,,396,82.0,
02N,7371,4,21,551124202000,2026090907,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",18:15,,,397,83.0,
02N,7371,4,61,551124202000,2026090707,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",18:15,,,397,83.0,
02N,7371,4,61,551124202000,2026090807,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",18:15,,,398,84.0,
02N,7371,4,21,551124201000,2026090707,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",18:15,,,398,84.0,
02N,7371,4,21,551124201000,2026090807,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",18:15,,,399,85.0,
02N,7371,4,21,551124201000,2026090907,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",18:15,,,399,85.0,
02N,7371,4,61,551124201000,2026090807,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",18:15,,,400,86.0,
02N,2982,2,W5,671466020000,2026090907,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,401,,
02N,2982,2,W5,671456020000,2026091207,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,402,,
02N,2982,2,W5,671466020000,2026091207,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",01:22,False,1.0,402,,
02N,2982,2,07,631426010000,2026090708,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",06:29,True,1.0,403,,
02N,2982,2,07,631426010000,2026090708,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",06:29,True,1.0,403,,
02N,2982,2,06,486246006000,2026090708,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,404,,
02N,2982,2,06,486236006000,2026090708,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:07Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,404,,
02N,2982,2,07,616236014000,2026090708,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,404,,
02N,2982,2,07,616246010000,2026090708,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:16Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,405,,
02N,2982,2,07,617416014000,2026090708,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,405,,
02N,2982,2,07,617426014000,2026090708,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,405,,
02N,8482,W,B3,581167801100,2026082808,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,406,,
02N,2982,2,07,631426010000,2026090808,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",06:29,True,1.0,407,,
02N,2982,2,07,631426010000,2026090808,1000,N,443,2,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",06:29,True,1.0,407,,
02N,2982,2,06,486226006000,2026090808,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-08T15:51:06Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,408,,
02N,2982,2,06,486216006000,2026090808,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:04Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,408,,
02N,2982,2,07,616236014000,2026090808,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,408,,
02N,2982,2,07,616246010000,2026090808,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,409,,
02N,2982,2,07,617416014000,2026090808,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,409,,
02N,2982,2,07,617416014000,2026090808,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,409,,
02N,2982,2,07,617426014000,2026090808,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:19Z,"Kotani, Miki/小谷 美輝",06:29,False,4.0,410,,
02N,7371,4,28,582114202000,2026090808,1000,N,728,1,,346.5,550,1,C12-B-6,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",20:35,False,1.0,411,,
02N,7371,4,28,583114214100,2026090808,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",20:35,False,1.0,411,,
02N,7371,4,28,583114214100,2026090808,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",20:35,False,1.0,411,,
02N,8482,W,B3,581167801100,2026083108,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:21Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,412,,
02N,2982,2,07,631426010000,2026090908,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-08T15:51:23Z,"Kotani, Miki/小谷 美輝",06:29,True,1.0,413,,
02N,2982,2,06,486236006000,2026090908,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,414,,
02N,2982,2,06,486216006000,2026090908,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-08T15:51:05Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,414,,
02N,2982,2,07,616236014000,2026090908,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-08T15:51:15Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,414,,
02N,2982,2,07,616246010000,2026090908,1000,N,432,2,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,415,,
02N,2982,2,07,616246010000,2026090908,1000,N,432,2,,72.907,500,1,Q10-B-5,日野,未,2026-09-08T15:51:17Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,415,,
02N,2982,2,07,617416014000,2026090908,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",06:29,False,3.0,415,,
02N,2982,2,07,617416014000,2026090908,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-08T15:51:18Z,"Kotani, Miki/小谷 美輝",06:29,False,4.0,416,,
02N,2982,2,07,617426014000,2026090908,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",06:29,False,4.0,416,,
02N,2982,2,07,617426014000,2026090908,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-08T15:51:20Z,"Kotani, Miki/小谷 美輝",06:29,False,4.0,416,,
02N,8482,W,B3,581167801100,2026082508,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:20Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,417,,
02N,8482,W,B3,581167801100,2026082108,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:19Z,"Kotani, Miki/小谷 美輝",14:40,False,1.0,418,,
02N,8482,W,B7,581167801100,2026090808,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,419,,
02N,8482,W,B7,537224207090,2026090808,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-08T15:50:26Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,419,,
02N,8482,W,B7,581167801100,2026091008,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-08T15:50:29Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,420,,
02N,8482,W,B7,537214206090,2026091008,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-08T15:50:25Z,"Kotani, Miki/小谷 美輝",18:46,False,1.0,420,,
02N,2982,2,07,5831160F1000,2026090708,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:11Z,"Kotani, Miki/小谷 美輝",06:29,,,421,2.0,
02N,2982,2,07,5831160F1000,2026090808,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:12Z,"Kotani, Miki/小谷 美輝",06:29,,,421,2.0,
02N,2982,2,07,5831160F1000,2026090908,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-08T15:51:12Z,"Kotani, Miki/小谷 美輝",06:29,,,422,3.0,
02N,2982,2,07,5831160F4000,2026090908,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-08T15:51:14Z,"Kotani, Miki/小谷 美輝",06:29,,,422,3.0,
02N,7371,4,21,551124202000,2026090708,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",20:35,,,423,95.0,
02N,7371,4,21,551124202000,2026090908,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-08T15:51:01Z,"Kotani, Miki/小谷 美輝",20:35,,,423,95.0,
02N,7371,4,21,551124201000,2026090708,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",20:35,,,424,96.0,
02N,7371,4,21,551124201000,2026090808,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",20:35,,,424,96.0,
02N,7371,4,21,551124201000,2026090908,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:00Z,"Kotani, Miki/小谷 美輝",20:35,,,425,97.0,
02N,7371,4,61,551124201000,2026090708,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-08T15:51:02Z,"Kotani, Miki/小谷 美輝",20:35,,,425,97.0,
02N,2982,2,W5,671456020000,2026090708,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:24Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,426,,
02N,2982,2,W5,671466020000,2026090708,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,426,,
02N,2982,2,07,617766003000,2026090708,1000,N,440,1,,72.905,500,21,Q10-B-1,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,426,,
02N,2982,2,07,617756003000,2026090708,1000,N,441,1,,72.901,500,21,Q10-B-B,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,426,,
02N,2982,2,07,617766004000,2026090708,1000,N,442,1,,72.9,500,21,Q10-B-A,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",06:29,False,2.0,427,,
02N,2982,2,07,617766003000,2026090808,1000,N,440,1,,72.905,500,21,Q10-B-1,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,428,,
02N,2982,2,W5,671456020000,2026090908,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-08T15:51:25Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,429,,
02N,2982,2,W5,671466020000,2026090908,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-08T15:51:26Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,429,,
02N,2982,2,07,617756002000,2026090908,1000,N,439,1,,72.906,500,21,Q10-B-3,日野,未,2026-09-08T15:51:21Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,429,,
02N,2982,2,07,617766003000,2026090908,1000,N,440,1,,72.905,500,21,Q10-B-1,日野,未,2026-09-08T15:51:22Z,"Kotani, Miki/小谷 美輝",06:29,False,1.0,429,,
02N,2982,2,06,486246006000,2026090709,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-08T15:51:08Z,"Kotani, Miki/小谷 美輝",07:55,False,1.0,430,,
