山通番,パレット数,構成
311,3,日野|2026091204|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091204|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091204|07|Q10-D-25|617416014000|1|750|62.1901
312,2,日野|2026090904|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091204|07|Q10-B-23|5831160F1000|5|600|72.918
313,2,日野|2026090904|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091104|07|Q10-A-27|5831160F4000|5|600|72.917
314,1,日野|2026091204|07|Q10-A-27|5831160F4000|5|600|72.917
315,1,元町|2026090804|1W|L12-B-26|572421101000|7|800|182.97
316,2,織機|2026090704|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090904|21|Q9-A-5|551124202000|17|830|16.6501
317,2,織機|2026090704|61|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091004|21|Q9-A-5|551124202000|17|830|16.6501
318,2,織機|2026090704|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090804|21|Q9-A-1|551124201000|17|830|16.65
319,2,織機|2026090904|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091004|21|Q9-A-1|551124201000|17|830|16.65
320,2,織機|2026090704|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091104|21|Q9-A-1|551124201000|17|830|16.65
321,1,織機|2026091004|61|Q9-A-1|551124201000|17|830|16.65
322,2,TMK|2026090904|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026091004|B7|Q9-A-5|551124202000|17|830|16.6501
323,2,高岡|2026082604|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026082704|K5|Q9-A-5|551124202000|17|830|16.6501
324,2,高岡|2026082804|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090104|K5|Q9-A-5|551124202000|17|830|16.6501
325,2,高岡|2026090404|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090704|K5|Q9-A-5|551124202000|17|830|16.6501
326,2,TMK|2026082105|B7|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090904|K5|Q9-A-5|551124202000|17|830|16.6501
327,2,TMK|2026091405|B7|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026082604|K5|Q9-A-1|551124201000|17|830|16.65
328,2,高岡|2026082604|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026082704|K5|Q9-A-1|551124201000|17|830|16.65
329,2,高岡|2026082704|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026082804|K5|Q9-A-1|551124201000|17|830|16.65
330,2,高岡|2026082804|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026083104|K5|Q9-A-1|551124201000|17|830|16.65
331,2,高岡|2026083104|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090104|K5|Q9-A-1|551124201000|17|830|16.65
332,2,高岡|2026090104|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090204|K5|Q9-A-1|551124201000|17|830|16.65
333,2,高岡|2026090204|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090304|K5|Q9-A-1|551124201000|17|830|16.65
334,2,高岡|2026090304|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090404|K5|Q9-A-1|551124201000|17|830|16.65
335,2,高岡|2026090404|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090704|K5|Q9-A-1|551124201000|17|830|16.65
336,2,高岡|2026090704|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090804|K5|Q9-A-1|551124201000|17|830|16.65
337,2,高岡|2026090804|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090904|K5|Q9-A-1|551124201000|17|830|16.65
338,2,高岡|2026090904|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026091004|K5|Q9-A-1|551124201000|17|830|16.65
339,2,元町|2026082604|1W|C12-B-2|582111190500|17|600|346.501; 元町|2026091004|1W|N12-A-6|551115009000|17|600|168.39
340,1,元町|2026082604|1W|Q10-F-7|576525091400|19|670|62.109
341,2,元町|2026082604|1W|I12-B-3|616425003000|20|600|238.68; 元町|2026082604|1W|I12-B-3|616465005000|20|600|238.68
342,1,日野|2026091104|W5|Q10-A-22|671456020000|21|500|72.915
343,3,KVC|2026082105|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082105|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026082105|B7|C15-A-1|581167801100|1|830|313.7402
344,3,KVC|2026082505|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082505|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082505|B7|L12-D-8|537224207090|1|515|194.1302
345,3,KVC|2026082705|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082705|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082705|B7|L12-D-8|537224207090|1|515|194.1302
346,4,KVC|2026082505|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082706|B7|C15-B-5|581164203000|1|830|313.74; KVC|2026082706|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082706|B7|L12-D-8|537224207090|1|515|194.1302
347,3,KVC|2026082805|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082805|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026082805|B7|C15-A-1|581167801100|1|830|313.7402
348,3,高岡|2026090405|K5|C15-A-3|583114214100|1|750|313.7401; 高岡|2026090405|K5|C15-B-5|581164203000|1|830|313.74; 高岡|2026090405|K5|L12-D-8|537224207000|1|515|194.1302
349,2,日野|2026090705|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090705|07|Q10-A-24|631426010000|1|1000|72.916
350,3,日野|2026090705|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090705|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090705|06|Q10-A-12|486236006000|1|750|72.912
351,3,織機|2026090705|28|C12-B-6|582114202000|1|550|346.5; 織機|2026090705|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090705|28|C15-A-3|583114214100|1|750|313.7401
352,3,KVC|2026083105|B7|L12-C-5|537214206090|1|515|194.1301; 日野|2026090711|07|Q10-D-23|617426014000|1|750|62.19; 織機|2026090805|61|C15-A-3|583114214100|1|750|313.7401
353,3,日野|2026090805|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090805|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090805|07|Q10-B-7|616236014000|1|500|72.908
354,3,日野|2026090805|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090805|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090805|07|Q10-D-25|617416014000|1|750|62.1901
355,3,織機|2026090805|28|C12-B-6|582114202000|1|550|346.5; 織機|2026090805|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090805|28|C15-A-3|583114214100|1|750|313.7401
356,4,KVC|2026082705|B7|L12-C-5|537214206090|1|515|194.1301; 日野|2026090809|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090809|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090809|07|Q10-D-25|617416014000|1|750|62.1901
357,3,KVC|2026090805|B7|L12-C-5|537214206090|1|515|194.1301; 日野|2026090812|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091012|07|Q10-D-23|617426014000|1|750|62.19
358,3,KVC|2026090905|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026090905|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090905|B7|L12-D-8|537224207090|1|515|194.1302
359,2,日野|2026090905|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090905|07|Q10-A-24|631426010000|1|1000|72.916
360,3,日野|2026090905|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090905|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090905|06|Q10-A-13|486246006000|1|750|72.913
361,3,日野|2026090905|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090905|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090905|07|Q10-D-25|617416014000|1|750|62.1901
362,3,織機|2026090905|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090905|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090905|61|C15-A-3|583114214100|1|750|313.7401
363,4,KVC|2026082105|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082105|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026090908|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026090908|B7|L12-C-5|537214206090|1|515|194.1301
364,3,日野|2026091005|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091005|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091005|07|Q10-B-7|616236014000|1|500|72.908
365,3,日野|2026091005|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091005|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091005|07|Q10-D-25|617416014000|1|750|62.1901
366,3,日野|2026090812|07|Q10-A-24|631426010000|1|1000|72.916; 織機|2026091005|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091005|28|C15-A-3|583114214100|1|750|313.7401
367,3,KVC|2026091105|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091105|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091105|B7|L12-C-5|537214206090|1|515|194.1301
368,3,日野|2026090705|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091005|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091105|07|Q10-A-24|631426010000|1|1000|72.916
369,3,日野|2026091105|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091105|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091105|07|Q10-B-7|616236014000|1|500|72.908
370,3,日野|2026091105|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091105|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091105|07|Q10-D-25|617416014000|1|750|62.1901
371,1,日野|2026091105|07|Q10-D-23|617426014000|1|750|62.19
372,4,KVC|2026082405|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082405|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026091108|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091108|B7|L12-C-5|537214206090|1|515|194.1301
373,4,KVC|2026091109|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091109|B7|L12-D-8|537224207090|1|515|194.1302; 日野|2026090705|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090705|W5|Q10-A-22|671456020000|21|500|72.915
374,3,日野|2026091205|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091205|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091205|06|Q10-A-13|486246006000|1|750|72.913
375,4,KVC|2026090809|B7|L12-C-5|537214206090|1|515|194.1301; 日野|2026091205|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091205|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091205|07|Q10-B-7|616236014000|1|500|72.908
376,3,日野|2026091205|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091205|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091205|07|Q10-D-25|617416014000|1|750|62.1901
377,3,KVC|2026091405|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091405|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091405|B7|L12-D-8|537224207090|1|515|194.1302
378,4,KVC|2026082805|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082805|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026091406|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091406|B7|L12-C-5|537214206090|1|515|194.1301
379,3,日野|2026090705|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090705|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090705|07|Q10-D-25|617416014000|1|750|62.1901
380,2,高岡|2026090805|K5|C15-A-3|583114214100|1|750|313.7401; 高岡|2026090805|K5|C15-B-5|581164203000|1|830|313.74
381,2,KVC|2026091005|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026091106|B7|L12-D-8|537224207090|1|515|194.1302
382,2,日野|2026090705|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090805|07|Q10-B-23|5831160F1000|5|600|72.918
383,2,日野|2026090905|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091105|07|Q10-B-23|5831160F1000|5|600|72.918
384,2,日野|2026090705|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026090805|07|Q10-A-27|5831160F4000|5|600|72.917
385,2,織機|2026090705|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090805|21|Q9-A-5|551124202000|17|830|16.6501
386,2,織機|2026090905|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091105|21|Q9-A-5|551124202000|17|830|16.6501
387,2,織機|2026090805|61|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090905|61|Q9-A-5|551124202000|17|830|16.6501
388,2,織機|2026090705|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091005|61|Q9-A-5|551124202000|17|830|16.6501
389,2,織機|2026090805|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090805|21|Q9-A-1|551124201000|17|830|16.65
390,2,織機|2026090905|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091005|21|Q9-A-1|551124201000|17|830|16.65
391,2,織機|2026090805|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091105|21|Q9-A-1|551124201000|17|830|16.65
392,1,織機|2026090905|61|Q9-A-1|551124201000|17|830|16.65
393,2,TMK|2026082406|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026082505|B7|Q9-A-5|551124202000|17|830|16.6501
394,2,TMK|2026082605|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026082706|B7|Q9-A-5|551124202000|17|830|16.6501
395,2,TMK|2026082805|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026083105|B7|Q9-A-5|551124202000|17|830|16.6501
396,2,高岡|2026083105|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090205|K5|Q9-A-5|551124202000|17|830|16.6501
397,2,高岡|2026090305|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090805|K5|Q9-A-5|551124202000|17|830|16.6501
398,2,高岡|2026083105|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026091005|K5|Q9-A-5|551124202000|17|830|16.6501
399,2,高岡|2026090105|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090105|K5|Q9-A-1|551124201000|17|830|16.65
400,2,高岡|2026090205|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090205|K5|Q9-A-1|551124201000|17|830|16.65
401,2,高岡|2026090305|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090305|K5|Q9-A-1|551124201000|17|830|16.65
402,2,高岡|2026090405|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090405|K5|Q9-A-1|551124201000|17|830|16.65
403,2,高岡|2026090705|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090705|K5|Q9-A-1|551124201000|17|830|16.65
404,2,高岡|2026090805|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090905|K5|Q9-A-1|551124201000|17|830|16.65
405,2,高岡|2026090905|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026091005|K5|Q9-A-1|551124201000|17|830|16.65
406,1,高岡|2026091005|K5|Q9-A-1|551124201000|17|830|16.65
407,4,日野|2026090905|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090905|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026090905|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090905|W5|Q10-A-22|671456020000|21|500|72.915
408,4,日野|2026091105|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091105|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026091105|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091105|W5|Q10-A-22|671456020000|21|500|72.915
409,3,日野|2026091105|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026091205|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091205|07|Q10-B-3|617756002000|21|500|72.906
410,3,KVC|2026082106|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082106|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082106|B7|L12-D-8|537224207090|1|515|194.1302
411,2,KVC|2026082406|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082406|B7|C15-A-1|581167801100|1|830|313.7402
412,3,KVC|2026082506|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082506|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082506|B7|L12-D-8|537224207090|1|515|194.1302
413,3,KVC|2026082606|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082606|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082606|B7|L12-D-8|537224207090|1|515|194.1302
414,3,KVC|2026082706|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082706|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026082706|B7|C15-A-1|581167801100|1|830|313.7402
415,3,KVC|2026082806|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082806|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082806|B7|L12-D-8|537224207090|1|515|194.1302
416,3,KVC|2026083106|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026083106|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026083106|B7|L12-D-8|537224207090|1|515|194.1302
417,3,日野|2026090706|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090706|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090706|06|Q10-A-13|486246006000|1|750|72.913
418,4,日野|2026090706|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090706|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090706|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090706|07|Q10-B-7|616236014000|1|500|72.908
419,3,日野|2026090706|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090706|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090706|07|Q10-D-25|617416014000|1|750|62.1901
420,3,織機|2026090706|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090706|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090706|61|C15-A-3|583114214100|1|750|313.7401
421,4,KVC|2026082106|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026090806|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026090806|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090806|B7|L12-D-8|537224207090|1|515|194.1302
422,3,日野|2026090806|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090806|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090806|06|Q10-A-12|486236006000|1|750|72.912
423,4,日野|2026090806|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090806|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090806|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026090806|07|Q10-D-25|617416014000|1|750|62.1901
424,3,日野|2026090714|07|Q10-A-24|631426010000|1|1000|72.916; 織機|2026090806|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090806|28|C15-A-3|583114214100|1|750|313.7401
425,3,日野|2026090906|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090906|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090906|07|Q10-B-7|616236014000|1|500|72.908
426,3,日野|2026090906|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090906|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090906|07|Q10-D-25|617416014000|1|750|62.1901
427,3,日野|2026090914|07|Q10-A-24|631426010000|1|1000|72.916; 織機|2026090906|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090906|28|C15-A-3|583114214100|1|750|313.7401
428,3,KVC|2026091006|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091006|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091006|B7|L12-C-5|537214206090|1|515|194.1301
429,3,日野|2026091006|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091006|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091006|06|Q10-A-13|486246006000|1|750|72.913
430,4,日野|2026091006|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091006|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091006|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026091006|07|Q10-D-25|617416014000|1|750|62.1901
431,3,日野|2026090706|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091006|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091006|07|Q10-D-25|617416014000|1|750|62.1901
432,3,織機|2026091006|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091006|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091006|61|C15-A-3|583114214100|1|750|313.7401
433,3,日野|2026091106|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091106|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091106|06|Q10-A-13|486246006000|1|750|72.913
434,3,日野|2026091106|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091106|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091106|07|Q10-D-25|617416014000|1|750|62.1901
435,1,日野|2026091106|07|Q10-D-23|617426014000|1|750|62.19
436,3,日野|2026090806|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090906|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091206|07|Q10-A-24|631426010000|1|1000|72.916
437,3,日野|2026091206|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091206|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091206|06|Q10-A-13|486246006000|1|750|72.913
438,3,日野|2026091206|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091206|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091206|07|Q10-D-25|617416014000|1|750|62.1901
439,1,KVC|2026082606|B7|L12-C-5|537214206090|1|515|194.1301
440,1,KVC|2026082806|B7|L12-C-5|537214206090|1|515|194.1301
441,2,日野|2026090706|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091006|07|Q10-B-23|5831160F1000|5|600|72.918
442,2,日野|2026090906|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091206|07|Q10-B-23|5831160F1000|5|600|72.918
443,2,日野|2026091006|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091106|07|Q10-A-27|5831160F4000|5|600|72.917
444,1,日野|2026091206|07|Q10-A-27|5831160F4000|5|600|72.917
445,2,織機|2026090806|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091006|21|Q9-A-5|551124202000|17|830|16.6501
446,2,織機|2026090706|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091106|21|Q9-A-5|551124202000|17|830|16.6501
447,2,織機|2026090806|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090906|21|Q9-A-1|551124201000|17|830|16.65
448,2,織機|2026091006|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091006|21|Q9-A-1|551124201000|17|830|16.65
449,2,織機|2026090706|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091106|21|Q9-A-1|551124201000|17|830|16.65
450,2,織機|2026090906|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091006|61|Q9-A-1|551124201000|17|830|16.65
451,4,日野|2026090706|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090706|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090706|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090706|W5|Q10-A-22|671456020000|21|500|72.915
452,4,日野|2026090806|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090806|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090806|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090806|W5|Q10-A-22|671456020000|21|500|72.915
453,4,日野|2026090906|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090906|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090906|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090906|W5|Q10-A-22|671456020000|21|500|72.915
454,4,日野|2026091006|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091006|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026091006|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091006|W5|Q10-A-22|671456020000|21|500|72.915
455,4,日野|2026091106|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091106|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091206|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091206|W5|Q10-A-22|671456020000|21|500|72.915
456,1,KVC|2026082407|B3|C15-A-1|581167801100|1|830|313.7402
457,4,日野|2026090707|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090707|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090707|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090707|W5|Q10-A-22|671456020000|21|500|72.915
458,4,KVC|2026083107|B3|C15-A-1|581167801100|1|830|313.7402; 日野|2026090712|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090712|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090712|W5|Q10-A-22|671456020000|21|500|72.915
459,1,KVC|2026082707|B3|C15-A-1|581167801100|1|830|313.7402
460,3,日野|2026090807|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090807|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091107|07|Q10-D-23|617426014000|1|750|62.19
461,3,織機|2026090807|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090807|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090807|61|C15-A-3|583114214100|1|750|313.7401
462,2,KVC|2026090907|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090907|B7|L12-D-8|537224207090|1|515|194.1302
463,3,日野|2026090907|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090907|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090907|06|Q10-A-12|486236006000|1|750|72.912
464,3,織機|2026090907|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090907|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090907|61|C15-A-3|583114214100|1|750|313.7401
465,4,KVC|2026091007|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091007|B7|L12-D-8|537224207090|1|515|194.1302; 日野|2026090814|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090814|W5|Q10-A-22|671456020000|21|500|72.915
466,3,日野|2026091007|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091007|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091007|06|Q10-A-13|486246006000|1|750|72.913
467,3,日野|2026091007|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091007|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091007|W5|Q10-A-22|671456020000|21|500|72.915
468,2,KVC|2026091107|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091107|B7|C15-A-1|581167801100|1|830|313.7402
469,2,日野|2026091107|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091107|07|Q10-A-24|631426010000|1|1000|72.916
470,3,日野|2026091107|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091107|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091107|06|Q10-A-13|486246006000|1|750|72.913
471,3,日野|2026091107|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091107|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091107|07|Q10-D-25|617416014000|1|750|62.1901
