山通番,パレット数,構成
319,3,日野|2026091204|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091204|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091204|07|Q10-D-25|617416014000|1|750|62.1901
320,1,KVC|2026091404|B7|L12-C-5|537214206090|1|515|194.1301
321,2,日野|2026090904|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091204|07|Q10-B-23|5831160F1000|5|600|72.918
322,2,日野|2026090904|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091104|07|Q10-A-27|5831160F4000|5|600|72.917
323,1,日野|2026091204|07|Q10-A-27|5831160F4000|5|600|72.917
324,1,元町|2026090804|1W|L12-B-26|572421101000|7|800|182.97
325,2,織機|2026090704|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090904|21|Q9-A-5|551124202000|17|830|16.6501
326,2,織機|2026090704|61|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091004|21|Q9-A-5|551124202000|17|830|16.6501
327,2,織機|2026090704|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090804|21|Q9-A-1|551124201000|17|830|16.65
328,2,織機|2026090904|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091004|21|Q9-A-1|551124201000|17|830|16.65
329,2,織機|2026090704|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091104|21|Q9-A-1|551124201000|17|830|16.65
330,1,織機|2026091004|61|Q9-A-1|551124201000|17|830|16.65
331,2,TMK|2026090904|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026091004|B7|Q9-A-5|551124202000|17|830|16.6501
332,2,高岡|2026082604|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026082704|K5|Q9-A-5|551124202000|17|830|16.6501
333,2,高岡|2026082804|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090104|K5|Q9-A-5|551124202000|17|830|16.6501
334,2,高岡|2026090404|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090704|K5|Q9-A-5|551124202000|17|830|16.6501
335,2,TMK|2026082105|B7|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090904|K5|Q9-A-5|551124202000|17|830|16.6501
336,2,TMK|2026091405|B7|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026082604|K5|Q9-A-1|551124201000|17|830|16.65
337,2,高岡|2026082604|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026082704|K5|Q9-A-1|551124201000|17|830|16.65
338,2,高岡|2026082704|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026082804|K5|Q9-A-1|551124201000|17|830|16.65
339,2,高岡|2026082804|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026083104|K5|Q9-A-1|551124201000|17|830|16.65
340,2,高岡|2026083104|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090104|K5|Q9-A-1|551124201000|17|830|16.65
341,2,高岡|2026090104|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090204|K5|Q9-A-1|551124201000|17|830|16.65
342,2,高岡|2026090204|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090304|K5|Q9-A-1|551124201000|17|830|16.65
343,2,高岡|2026090304|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090404|K5|Q9-A-1|551124201000|17|830|16.65
344,2,高岡|2026090404|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090704|K5|Q9-A-1|551124201000|17|830|16.65
345,2,高岡|2026090704|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090804|K5|Q9-A-1|551124201000|17|830|16.65
346,2,高岡|2026090804|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090904|K5|Q9-A-1|551124201000|17|830|16.65
347,2,高岡|2026090904|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026091004|K5|Q9-A-1|551124201000|17|830|16.65
348,2,元町|2026082604|1W|C12-B-2|582111190500|17|600|346.501; 元町|2026091004|1W|N12-A-6|551115009000|17|600|168.39
349,1,元町|2026082604|1W|Q10-F-7|576525091400|19|670|62.109
350,2,元町|2026082604|1W|I12-B-3|616425003000|20|600|238.68; 元町|2026082604|1W|I12-B-3|616465005000|20|600|238.68
351,2,日野|2026090704|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091104|W5|Q10-A-22|671456020000|21|500|72.915
352,3,KVC|2026082105|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082105|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026082105|B7|C15-A-1|581167801100|1|830|313.7402
353,3,KVC|2026082505|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082505|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082505|B7|L12-D-8|537224207090|1|515|194.1302
354,3,KVC|2026082705|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082705|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082705|B7|L12-D-8|537224207090|1|515|194.1302
355,4,KVC|2026082505|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082706|B7|C15-B-5|581164203000|1|830|313.74; KVC|2026082706|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082706|B7|L12-D-8|537224207090|1|515|194.1302
356,3,KVC|2026082805|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082805|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026082805|B7|C15-A-1|581167801100|1|830|313.7402
357,3,高岡|2026090405|K5|C15-A-3|583114214100|1|750|313.7401; 高岡|2026090405|K5|C15-B-5|581164203000|1|830|313.74; 高岡|2026090405|K5|L12-D-8|537224207000|1|515|194.1302
358,2,日野|2026090705|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090705|07|Q10-A-24|631426010000|1|1000|72.916
359,3,日野|2026090705|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090705|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090705|06|Q10-A-12|486236006000|1|750|72.912
360,3,織機|2026090705|28|C12-B-6|582114202000|1|550|346.5; 織機|2026090705|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090705|28|C15-A-3|583114214100|1|750|313.7401
361,3,日野|2026090805|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090805|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090805|07|Q10-B-7|616236014000|1|500|72.908
362,3,日野|2026090805|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090805|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090805|07|Q10-D-25|617416014000|1|750|62.1901
363,3,織機|2026090805|28|C12-B-6|582114202000|1|550|346.5; 織機|2026090805|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090805|28|C15-A-3|583114214100|1|750|313.7401
364,4,KVC|2026082705|B7|L12-C-5|537214206090|1|515|194.1301; 日野|2026090809|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090809|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090809|07|Q10-D-25|617416014000|1|750|62.1901
365,3,KVC|2026090905|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026090905|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090905|B7|L12-D-8|537224207090|1|515|194.1302
366,2,日野|2026090905|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026090905|07|Q10-A-24|631426010000|1|1000|72.916
367,3,日野|2026090905|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090905|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090905|06|Q10-A-13|486246006000|1|750|72.913
368,3,日野|2026090905|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090905|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090905|07|Q10-D-25|617416014000|1|750|62.1901
369,3,織機|2026090905|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090905|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090905|61|C15-A-3|583114214100|1|750|313.7401
370,4,KVC|2026082105|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082105|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026090908|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026090908|B7|L12-C-5|537214206090|1|515|194.1301
371,3,日野|2026091005|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091005|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091005|07|Q10-B-7|616236014000|1|500|72.908
372,3,日野|2026091005|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091005|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091005|07|Q10-D-25|617416014000|1|750|62.1901
373,3,日野|2026090711|07|Q10-A-24|631426010000|1|1000|72.916; 織機|2026091005|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091005|28|C15-A-3|583114214100|1|750|313.7401
374,3,KVC|2026090805|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026091005|B7|L12-D-8|537224207090|1|515|194.1302; 日野|2026091012|07|Q10-D-23|617426014000|1|750|62.19
375,3,KVC|2026091105|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091105|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091105|B7|L12-C-5|537214206090|1|515|194.1301
376,2,日野|2026091005|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091105|07|Q10-A-24|631426010000|1|1000|72.916
377,3,日野|2026091105|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091105|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091105|07|Q10-B-7|616236014000|1|500|72.908
378,3,日野|2026091105|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091105|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091105|07|Q10-D-25|617416014000|1|750|62.1901
379,2,日野|2026091105|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026091105|07|Q10-D-23|617426014000|1|750|62.19
380,4,KVC|2026082405|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082405|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026091108|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091108|B7|L12-C-5|537214206090|1|515|194.1301
381,3,日野|2026090705|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091005|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091205|07|Q10-A-24|631426010000|1|1000|72.916
382,3,日野|2026091205|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091205|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091205|06|Q10-A-13|486246006000|1|750|72.913
383,4,KVC|2026090809|B7|L12-C-5|537214206090|1|515|194.1301; 日野|2026091205|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091205|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091205|07|Q10-B-7|616236014000|1|500|72.908
384,3,日野|2026090805|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091205|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091205|07|Q10-D-25|617416014000|1|750|62.1901
385,3,KVC|2026091405|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091405|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091405|B7|L12-D-8|537224207090|1|515|194.1302
386,4,KVC|2026082805|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026082805|B7|L12-D-8|537224207090|1|515|194.1302; KVC|2026091406|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091406|B7|L12-C-5|537214206090|1|515|194.1301
387,3,日野|2026090705|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090705|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090705|07|Q10-D-25|617416014000|1|750|62.1901
388,2,高岡|2026090805|K5|C15-A-3|583114214100|1|750|313.7401; 高岡|2026090805|K5|C15-B-5|581164203000|1|830|313.74
389,2,日野|2026090705|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026090805|07|Q10-B-23|5831160F1000|5|600|72.918
390,2,日野|2026090905|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091105|07|Q10-B-23|5831160F1000|5|600|72.918
391,2,日野|2026090705|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026090805|07|Q10-A-27|5831160F4000|5|600|72.917
392,2,織機|2026090705|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090805|21|Q9-A-5|551124202000|17|830|16.6501
393,2,織機|2026090905|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091105|21|Q9-A-5|551124202000|17|830|16.6501
394,2,織機|2026090805|61|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090905|61|Q9-A-5|551124202000|17|830|16.6501
395,2,織機|2026090705|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091005|61|Q9-A-5|551124202000|17|830|16.6501
396,2,織機|2026090805|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090805|21|Q9-A-1|551124201000|17|830|16.65
397,2,織機|2026090905|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091005|21|Q9-A-1|551124201000|17|830|16.65
398,2,織機|2026090805|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091105|21|Q9-A-1|551124201000|17|830|16.65
399,1,織機|2026090905|61|Q9-A-1|551124201000|17|830|16.65
400,2,TMK|2026082406|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026082505|B7|Q9-A-5|551124202000|17|830|16.6501
401,2,TMK|2026082605|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026082706|B7|Q9-A-5|551124202000|17|830|16.6501
402,2,TMK|2026082805|B7|Q9-A-5|551124202000|17|830|16.6501; TMK|2026083105|B7|Q9-A-5|551124202000|17|830|16.6501
403,2,高岡|2026083105|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090205|K5|Q9-A-5|551124202000|17|830|16.6501
404,2,高岡|2026090305|K5|Q9-A-5|551124202000|17|830|16.6501; 高岡|2026090805|K5|Q9-A-5|551124202000|17|830|16.6501
405,2,高岡|2026083105|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026091005|K5|Q9-A-5|551124202000|17|830|16.6501
406,2,高岡|2026090105|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090105|K5|Q9-A-1|551124201000|17|830|16.65
407,2,高岡|2026090205|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090205|K5|Q9-A-1|551124201000|17|830|16.65
408,2,高岡|2026090305|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090305|K5|Q9-A-1|551124201000|17|830|16.65
409,2,高岡|2026090405|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090405|K5|Q9-A-1|551124201000|17|830|16.65
410,2,高岡|2026090705|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090705|K5|Q9-A-1|551124201000|17|830|16.65
411,2,高岡|2026090805|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026090905|K5|Q9-A-1|551124201000|17|830|16.65
412,2,高岡|2026090905|K5|Q9-A-1|551124201000|17|830|16.65; 高岡|2026091005|K5|Q9-A-1|551124201000|17|830|16.65
413,1,高岡|2026091005|K5|Q9-A-1|551124201000|17|830|16.65
414,4,日野|2026090805|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090805|W5|Q10-A-22|671456020000|21|500|72.915; 日野|2026091205|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091205|07|Q10-B-3|617756002000|21|500|72.906
415,4,日野|2026090905|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090905|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026090905|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090905|W5|Q10-A-22|671456020000|21|500|72.915
416,4,日野|2026091105|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026091105|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026091105|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091105|W5|Q10-A-22|671456020000|21|500|72.915
417,2,日野|2026090705|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090705|W5|Q10-A-22|671456020000|21|500|72.915
418,3,KVC|2026082106|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082106|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082106|B7|L12-D-8|537224207090|1|515|194.1302
419,3,KVC|2026082506|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082506|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082506|B7|L12-D-8|537224207090|1|515|194.1302
420,3,KVC|2026082606|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082606|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082606|B7|L12-D-8|537224207090|1|515|194.1302
421,3,KVC|2026082706|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082706|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026082706|B7|C15-A-1|581167801100|1|830|313.7402
422,3,KVC|2026082806|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082806|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026082806|B7|L12-D-8|537224207090|1|515|194.1302
423,3,KVC|2026083106|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026083106|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026083106|B7|L12-D-8|537224207090|1|515|194.1302
424,3,日野|2026090706|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090706|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026090706|06|Q10-A-13|486246006000|1|750|72.913
425,4,日野|2026090706|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090706|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090706|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090706|07|Q10-B-7|616236014000|1|500|72.908
426,3,日野|2026090706|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090706|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090706|07|Q10-D-25|617416014000|1|750|62.1901
427,3,織機|2026090706|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090706|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090706|61|C15-A-3|583114214100|1|750|313.7401
428,4,KVC|2026082106|B7|L12-C-5|537214206090|1|515|194.1301; KVC|2026090806|B7|C12-B-6|582114202000|1|550|346.5; KVC|2026090806|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090806|B7|L12-D-8|537224207090|1|515|194.1302
429,3,日野|2026090806|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090806|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090806|06|Q10-A-12|486236006000|1|750|72.912
430,4,日野|2026090806|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090806|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090806|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026090806|07|Q10-D-25|617416014000|1|750|62.1901
431,3,日野|2026090713|07|Q10-A-24|631426010000|1|1000|72.916; 織機|2026090806|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090806|28|C15-A-3|583114214100|1|750|313.7401
432,3,日野|2026090906|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090906|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090906|07|Q10-B-7|616236014000|1|500|72.908
433,3,日野|2026090906|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026090906|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090906|07|Q10-D-25|617416014000|1|750|62.1901
434,3,日野|2026090806|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026090906|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091106|07|Q10-D-23|617426014000|1|750|62.19
435,3,KVC|2026091006|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091006|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026091006|B7|L12-C-5|537214206090|1|515|194.1301
436,3,日野|2026091006|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091006|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091006|06|Q10-A-13|486246006000|1|750|72.913
437,4,日野|2026091006|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091006|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091006|07|Q10-B-A|617766004000|21|500|72.9; 日野|2026091006|07|Q10-D-25|617416014000|1|750|62.1901
438,3,日野|2026091006|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091006|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026091206|07|Q10-A-24|631426010000|1|1000|72.916
439,3,織機|2026091006|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091006|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026091006|61|C15-A-3|583114214100|1|750|313.7401
440,3,日野|2026091106|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091106|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091106|06|Q10-A-13|486246006000|1|750|72.913
441,3,日野|2026091106|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091106|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091106|07|Q10-D-25|617416014000|1|750|62.1901
442,3,日野|2026091206|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091206|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091206|06|Q10-A-13|486246006000|1|750|72.913
443,3,日野|2026091206|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091206|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091206|07|Q10-D-25|617416014000|1|750|62.1901
444,2,KVC|2026082406|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026082406|B7|C15-A-1|581167801100|1|830|313.7402
445,1,KVC|2026082606|B7|L12-C-5|537214206090|1|515|194.1301
446,1,KVC|2026082806|B7|L12-C-5|537214206090|1|515|194.1301
447,1,KVC|2026091106|B7|L12-D-8|537224207090|1|515|194.1302
448,2,日野|2026090706|07|Q10-B-23|5831160F1000|5|600|72.918; 日野|2026091006|07|Q10-B-23|5831160F1000|5|600|72.918
449,2,日野|2026090906|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091206|07|Q10-B-23|5831160F1000|5|600|72.918
450,2,日野|2026091006|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091106|07|Q10-A-27|5831160F4000|5|600|72.917
451,1,日野|2026091206|07|Q10-A-27|5831160F4000|5|600|72.917
452,2,織機|2026090806|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026091006|21|Q9-A-5|551124202000|17|830|16.6501
453,2,織機|2026090706|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091106|21|Q9-A-5|551124202000|17|830|16.6501
454,2,織機|2026090806|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026090906|21|Q9-A-1|551124201000|17|830|16.65
455,2,織機|2026091006|21|Q9-A-1|551124201000|17|830|16.65; 織機|2026091006|21|Q9-A-1|551124201000|17|830|16.65
456,2,織機|2026090706|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091106|21|Q9-A-1|551124201000|17|830|16.65
457,2,織機|2026090906|61|Q9-A-1|551124201000|17|830|16.65; 織機|2026091006|61|Q9-A-1|551124201000|17|830|16.65
458,4,日野|2026090706|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090706|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090706|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090706|W5|Q10-A-22|671456020000|21|500|72.915
459,4,日野|2026090806|07|Q10-B-1|617766003000|21|500|72.905; 日野|2026090806|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090806|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090806|W5|Q10-A-22|671456020000|21|500|72.915
460,4,日野|2026090906|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026090906|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026090906|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090906|W5|Q10-A-22|671456020000|21|500|72.915
461,4,日野|2026091006|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091006|07|Q10-B-B|617756003000|21|500|72.901; 日野|2026091006|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091006|W5|Q10-A-22|671456020000|21|500|72.915
462,4,日野|2026091106|07|Q10-B-3|617756002000|21|500|72.906; 日野|2026091106|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091206|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026091206|W5|Q10-A-22|671456020000|21|500|72.915
463,1,KVC|2026082707|B3|C15-A-1|581167801100|1|830|313.7402
464,1,KVC|2026083107|B3|C15-A-1|581167801100|1|830|313.7402
465,4,日野|2026090707|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026090707|07|Q10-D-25|617416014000|1|750|62.1901; 日野|2026090707|W5|Q10-A-20|671466020000|21|500|72.914; 日野|2026090707|W5|Q10-A-22|671456020000|21|500|72.915
466,3,日野|2026090807|06|Q10-A-13|486246006000|1|750|72.913; 日野|2026090807|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091107|07|Q10-D-23|617426014000|1|750|62.19
467,3,織機|2026090807|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090807|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090807|61|C15-A-3|583114214100|1|750|313.7401
468,2,KVC|2026090907|B7|C15-A-1|581167801100|1|830|313.7402; KVC|2026090907|B7|L12-D-8|537224207090|1|515|194.1302
469,3,日野|2026090907|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026090907|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026090907|06|Q10-A-12|486236006000|1|750|72.912
470,3,織機|2026090907|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090907|28|C15-A-3|583114214100|1|750|313.7401; 織機|2026090907|61|C15-A-3|583114214100|1|750|313.7401
471,2,KVC|2026091007|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091007|B7|L12-D-8|537224207090|1|515|194.1302
472,3,日野|2026091007|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091007|06|Q10-A-12|486236006000|1|750|72.912; 日野|2026091007|06|Q10-A-13|486246006000|1|750|72.913
473,3,日野|2026091007|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091007|07|Q10-D-23|617426014000|1|750|62.19; 日野|2026091007|W5|Q10-A-22|671456020000|21|500|72.915
474,2,KVC|2026091107|B3|C15-A-1|581167801100|1|830|313.7402; KVC|2026091107|B7|C15-A-1|581167801100|1|830|313.7402
475,2,日野|2026091107|07|Q10-A-24|631426010000|1|1000|72.916; 日野|2026091107|07|Q10-A-24|631426010000|1|1000|72.916
476,3,日野|2026091107|06|Q10-A-10|486216006000|1|750|72.91; 日野|2026091107|06|Q10-A-11|486226006000|1|750|72.911; 日野|2026091107|06|Q10-A-13|486246006000|1|750|72.913
477,3,日野|2026091107|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091107|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091107|07|Q10-D-25|617416014000|1|750|62.1901
478,3,日野|2026091207|07|Q10-B-5|616246010000|1|500|72.907; 日野|2026091207|07|Q10-B-7|616236014000|1|500|72.908; 日野|2026091207|07|Q10-D-25|617416014000|1|750|62.1901
479,1,KVC|2026090807|B7|L12-C-5|537214206090|1|515|194.1301
480,2,日野|2026090707|07|Q10-A-27|5831160F4000|5|600|72.917; 日野|2026091107|07|Q10-B-23|5831160F1000|5|600|72.918
481,1,日野|2026090807|07|Q10-A-27|5831160F4000|5|600|72.917
482,2,織機|2026090707|21|Q9-A-5|551124202000|17|830|16.6501; 織機|2026090807|21|Q9-A-5|551124202000|17|830|16.6501
